Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate
5008c00001HA1IAAA1,,1286,,0018c00002FHRRGAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Can I use your app on my phone?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IBAA1,,1287,,0018c00002FHQkpAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,securing data,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1ICAA1,,1288,,0018c00002FHQmSAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I set up auto-renewal?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IDAA1,,1289,,0018c00002FHRIHAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Escalated,,,,Can you help me get set up?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IEAA1,,1290,,0018c00002FHRDTAA5,,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,,,Power Adaptor not charging,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IFAA1,,1291,,0018c00002FHQhSAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,Do you have a loyalty program?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IGAA1,,1292,,0018c00002FHQs0AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Question about my invoice,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IHAA1,,1293,,0018c00002FHR4gAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Billing statement incorrect,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IIAA1,,1294,,0018c00002FHQgsAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,I have a question about my order.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IJAA1,,1295,,0018c00002FHQfQAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,Where can I purchase your products?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IKAA1,,1296,,0018c00002FHRFlAAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,What's included in your service contract?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1ILAA1,,1297,,0018c00002FHR8mAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Working,,,,Product is shutting down intermittently,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IMAA1,,1298,,0018c00002FHRHgAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Billing statement reprint,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1INAA1,,1299,,0018c00002FHR98AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Waiting on customer,,,,What’s the product warranty policy?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IOAA1,,1300,,0018c00002FHRPCAA5,,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,,,TWEET FROM: MarkKingston,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IPAA1,,1301,,0018c00002FHQbhAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Can you expedite my order?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IQAA1,,1302,,0018c00002FHRL4AAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Closed,,,,Turbine is spinning but no energy is being produced,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IRAA1,,1303,,0018c00002FHQZiAAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Facebook Message from: Lauren Boyle,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1ISAA1,,1304,,0018c00002FHR32AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,How do I diagnose this product issue?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1ITAA1,,1305,,0018c00002FHRPVAA5,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,How do I set up auto-payment?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IUAA1,,1306,,0018c00002FHQe7AAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,,,Can't understand instructions,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IVAA1,,1307,,0018c00002FHQgcAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,New,,,,How do I use your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IWAA1,,1308,,0018c00002FHQXDAA5,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,I'd like to pay my invoice,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IXAA1,,1309,,0018c00002FHQyrAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Waiting on customer,,,,Turbine not reaching operating speed,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IYAA1,,1310,,0018c00002FHQvVAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,New,,,,Twitter Message: Help!  I'm having setup trouble.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IZAA1,,1311,,0018c00002FHRCoAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Bill payment clarification.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IaAAL,,1312,,0018c00002FHRERAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Customer service hours of operation.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IbAAL,,1313,,0018c00002FHQr5AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Please send shipping confirmation.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IcAAL,,1314,,0018c00002FHQrIAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,I received the wrong invoice.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IdAAL,,1315,,0018c00002FHQyFAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,How do I sign up for your email newsletter?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IeAAL,,1316,,0018c00002FHR5OAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I troubleshoot a product issue?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IfAAL,,1317,,0018c00002FHRBLAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Where do I get your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IgAAL,,1318,,0018c00002FHRLXAA5,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Installation instructions tough to understand,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IhAAL,,1319,,0018c00002FHRNiAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Purchase order question,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1IiAAL,,1320,,0018c00002FHQkmAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I upgrade my service?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J2AAL,,1340,,0018c00002FHQxiAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Is my personal information safe?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J3AAL,,1341,,0018c00002FHQy8AAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,What does your service contract cover?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J4AAL,,1342,,0018c00002FHQefAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,I need to pay my invoice.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J5AAL,,1343,,0018c00002FHRKRAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Setup Instructions are missing,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J6AAL,,1344,,0018c00002FHQm3AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Product manual is missing,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J7AAL,,1345,,0018c00002FHR2qAAH,,,01m8c000001II9MAAW,,,,,,Installation,0128c000002iLr9AAE,Closed,,,,Change of Address,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J8AAL,,1346,,0018c00002FHR44AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I get started with your service?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1J9AAL,,1347,,0018c00002FHQY9AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,"Product damaged, mishandled during shipping.",Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JAAA1,,1348,,0018c00002FHR89AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,How do I upgrade?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JBAA1,,1349,,0018c00002FHQjhAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,New,,,,How can I request a new feature?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JCAA1,,1350,,0018c00002FHR2HAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Was our last payment correct?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JDAA1,,1351,,0018c00002FHR1qAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Items missing from shipment.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JEAA1,,1352,,0018c00002FHQtaAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,how is your data secured?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JFAA1,,1353,,0018c00002FHQcyAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Email issues,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JGAA1,,1354,,0018c00002FHRC8AAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Issues upgrading to latest version,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JHAA1,,1355,,0018c00002FHQnlAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,Customer would like to upgrade,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JIAA1,,1356,,0018c00002FHQZMAA5,,,01m8c000001II9MAAW,,,,,,Installation,0128c000002iLr9AAE,Closed,,,,Inquiry about Global Fund,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JJAA1,,1357,,0018c00002FHQkHAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,I have a product suggestion.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JKAA1,,1358,,0018c00002FHR8KAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Question about taxes on my order.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JLAA1,,1359,,0018c00002FHROGAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,What does your service contract cover?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JMAA1,,1360,,0018c00002FHQi4AAH,,,01m8c000001II9MAAW,,,,,,Wire Transfer,0128c000002iLr9AAE,Closed,,,,Wire Transfer - $45K*,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JNAA1,,1361,,0018c00002FHQsNAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Customer called to make a payment,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JOAA1,,1362,,0018c00002FHRDAAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Need additional product information,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JPAA1,,1363,,0018c00002FHQxeAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Question about my last billing statement,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JQAA1,,1364,,0018c00002FHQd7AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Assembly instruction help,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JRAA1,,1365,,0018c00002FHQVfAAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,How do I obtain your annual report?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JSAA1,,1366,,0018c00002FHR2eAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I change my password?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
5008c00001HA1JTAA1,,1367,,0018c00002FHQdpAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Where do I submit a product suggestion?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,
