Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,external_id__c,Decision_Timeframe__c,Decision_Timeline__c,Has_Budget__c,Know_Decision_Maker__c,Lead_Quality__c,Lead_Rank__c,Lead_Total__c,Project_Defined__c,Score1__c,Score2__c,Score3__c,Score4__c
00Q8c0000113yK8EAI,,,Barnes,John,Mr.,John Barnes,SVP Marketing,Barnes Company,5439 Farmers,New York,NY,10138,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10138"",""state"":""NY"",""street"":""5439 Farmers""}",(234) 555-0164,johnbarnes@mailinator.com,http://www.barnescompany.com,/services/images/photo/00Q8c0000113yK8EAI,,Web,Open,Food & Beverage,,68000000,1200,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,2020-03-15,1,,,,,,,,,,,,,,,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,10,1,5,0,5,0
00Q8c0000113yKHEAY,,,Sease,Kristin,,Kristin Sease,Account Executive,Birmingham-Southern College,3923 Monticello,Wheaton,MO,64874,USA,,,,"{""city"":""Wheaton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""64874"",""state"":""MO"",""street"":""3923 Monticello""}",(691) 555-0164,kristinsease@mailinator.com,http://www.birminghamsoutherncollege.com,/services/images/photo/00Q8c0000113yKHEAY,,Web,Working,Hospitality,,17000000,1000,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yK9EAI,,,Hartman,S,,S Hartman,Sales,Green Dot Media,"<a href=""http://maps.google.com?q=%20%20%20"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%20\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",(415) 536-1111,shartman@greendotmedia.com,,/services/images/photo/00Q8c0000113yK9EAI,,Web,Open,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,2020-05-10,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yKAEAY,,,Enders,Todd,,Todd Enders,,Salesforce,"<a href=""http://maps.google.com?q=%20%20%20"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%20\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",,tenders@salesforce.com,,/services/images/photo/00Q8c0000113yKAEAY,,Web,Open,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,2020-05-10,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yKIEAY,,,Such,Todd,,Todd Such,Owner,World Wide Press Inc,571 Marlwood,Shevlin,MN,56676,USA,,,,"{""city"":""Shevlin"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56676"",""state"":""MN"",""street"":""571 Marlwood""}",(334) 555-0164,toddsuch@mailinator.com,http://www.worldwidepressinc.net,/services/images/photo/00Q8c0000113yKIEAY,,Web,Archived,Communications,,63000000,300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yKBEAY,,,Brennaman,Jason,,Jason Brennaman,,Green Dot Media,"<a href=""http://maps.google.com?q=%20%20%20"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%20\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",,jason.brennaman@greendotmedia.com,,/services/images/photo/00Q8c0000113yKBEAY,,Web,Qualified - Convert,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,,1,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,,5,0,0,0
00Q8c0000113yKCEAY,,,Lecroy,Charla,,Charla Lecroy,Director,Winter Sports Inc,9756 Juniper Street,San Antonio,TX,78264,USA,,,,"{""city"":""San Antonio"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78264"",""state"":""TX"",""street"":""9756 Juniper Street""}",(955) 555-0164,charlalecroy@mailinator.com,http://www.wintersportsinc.com,/services/images/photo/00Q8c0000113yKCEAY,,Web,Working,Biotechnology,,25000000,200,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yKJEAY,,,Kaczor,Gail,,Gail Kaczor,Chief Marketing Officer,Boxes Unlimited,8235 Simpson,Swartz Creek,MI,48473,USA,,,,"{""city"":""Swartz Creek"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48473"",""state"":""MI"",""street"":""8235 Simpson""}",(318) 555-0164,gailkaczor@mailinator.com,http://www.boxesunlimited.com,/services/images/photo/00Q8c0000113yKJEAY,,Web,Contacted,Media,,38000000,800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yKKEAY,,,Cohn,Colleen,,Colleen Cohn,VP Consulting,Industrial Lumber Sales Inc,7818 Farmington Street,Many,LA,71449,USA,,,,"{""city"":""Many"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""71449"",""state"":""LA"",""street"":""7818 Farmington Street""}",(571) 555-0164,colleencohn@mailinator.com,http://www.industriallumbersalesinc.net,/services/images/photo/00Q8c0000113yKKEAY,,Web,Working,Entertainment,,93000000,800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yKLEAY,,,Herrick,Renita,,Renita Herrick,VP Operations,Montana Container Corp,8762 Tamarack,Hillburn,NY,10931,USA,,,,"{""city"":""Hillburn"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10931"",""state"":""NY"",""street"":""8762 Tamarack""}",(895) 555-0164,renitaherrick@mailinator.com,http://www.montanacontainercorp.net,/services/images/photo/00Q8c0000113yKLEAY,,Web,Working,Electronics,,77000000,1000,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yKDEAY,,,Abel,Gregory E,,Gregory E Abel,President Chief Executive Officer,Berkshire Hathaway Inc.,9290 W Dodge Rd Ste 300,Omaha,NE,68114-3320,United States,,,,"{""city"":""Omaha"",""country"":""United States"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""68114-3320"",""state"":""NE"",""street"":""9290 W Dodge Rd Ste 300""}",+1.402.393.7255,geabel@berkshirehathaway.com,,/services/images/photo/00Q8c0000113yKDEAY,,Web,Qualified - Convert,Insurance,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,1,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,,5,0,0,0
00Q8c0000113yKEEAY,,,Mui,Rick,,Rick Mui,EVP Business Development,Marias River Electric Co-Op,5442 Cortwright Way,Diamond,OH,44412,USA,,,,"{""city"":""Diamond"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""44412"",""state"":""OH"",""street"":""5442 Cortwright Way""}",(422) 555-0164,rickmui@mailinator.com,http://www.mariasriverelectriccoop.net,/services/images/photo/00Q8c0000113yKEEAY,,Web,Open,Banking,,96000000,1400,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,1,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,,5,0,0,0
00Q8c0000113yKFEAY,,,Krier,Ty,,Ty Krier,Director-Accounting,Bnsf Railway Co,5040 Cedardale,Orofino,ID,83544,USA,,,,"{""city"":""Orofino"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""83544"",""state"":""ID"",""street"":""5040 Cedardale""}",(726) 555-0164,tykrier@mailinator.com,http://www.bnsfrailwayco.com,/services/images/photo/00Q8c0000113yKFEAY,,Web,Working,Communications,,49000000,1300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yKGEAY,,,Kerry,Eddie,,Eddie Kerry,Administrative Assistant,American Silkscreen,385 Alderly Alley,Lutz,FL,33558,USA,,,,"{""city"":""Lutz"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""33558"",""state"":""FL"",""street"":""385 Alderly Alley""}",(827) 555-0164,eddiekerry@mailinator.com,http://www.americansilkscreen.com,/services/images/photo/00Q8c0000113yKGEAY,,Web,Contacted,Media,,3000000,1400,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yKMEAY,,,Blau,Bill,,Bill Blau,,"Steamworks, Inc.","<a href=""http://maps.google.com?q=%20%20%20"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%20\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",(745) 895-6325,bblau@steamworks.com,,/services/images/photo/00Q8c0000113yKMEAY,,Web,Qualified - Convert,Energy,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yO1EAI,,,Scharff,Monte,,Monte Scharff,VP Sales,Cardinal Distributing,6872 Fife Place,Watertown,NY,13601,USA,,,,"{""city"":""Watertown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""13601"",""state"":""NY"",""street"":""6872 Fife Place""}",(211) 555-0164,montescharff@mailinator.com,http://www.cardinaldistributing.net,/services/images/photo/00Q8c0000113yO1EAI,,Web,Working,Environmental,,71000000,500,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,1,0,0,5,0
00Q8c0000113yO2EAI,,,Wendy,Smith,,Smith Wendy,EVP Business Development,five co,5627 Pike Loop,Midland,TX,79702,USA,,,,"{""city"":""Midland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""79702"",""state"":""TX"",""street"":""5627 Pike Loop""}",(220) 555-0164,smithwendy@mailinator.com,http://www.fiveco.net,/services/images/photo/00Q8c0000113yO2EAI,,Web,Open,Healthcare,,11000000,800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,1,0,0,5,0
00Q8c0000113yO3EAI,,,Smith,Kathy,,Kathy Smith,Lawyer,Dick Anderson Construction,518 Forman,Independence,MO,64050,USA,,,,"{""city"":""Independence"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""64050"",""state"":""MO"",""street"":""518 Forman""}",(346) 555-0164,kathysmith@mailinator.com,http://www.dickandersonconstruction.com,/services/images/photo/00Q8c0000113yO3EAI,,Web,Archived,Environmental,,35000000,1400,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,1,0,0,5,0
00Q8c0000113yO0EAI,,,Mccleery,Aaron,,Aaron Mccleery,Director,Tamsco Mfg,51 Cedar Lane,Grand Rapids,MI,49507,USA,,,,"{""city"":""Grand Rapids"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""49507"",""state"":""MI"",""street"":""51 Cedar Lane""}",(485) 555-0164,aaronmccleery@mailinator.com,http://www.tamscomfg.com,/services/images/photo/00Q8c0000113yO0EAI,,Web,Open,Insurance,,58000000,800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,1,0,0,5,0
00Q8c0000113yO4EAI,,,Topps,Reagan,,Reagan Topps,CFO,Montola Growers Inc,9391 Sunderland Cove,Athens,ME,4912,USA,,,,"{""city"":""Athens"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""4912"",""state"":""ME"",""street"":""9391 Sunderland Cove""}",(761) 555-0164,reagantopps@mailinator.com,http://www.montolagrowersinc.com,/services/images/photo/00Q8c0000113yO4EAI,,Web,Contacted,Communications,,21000000,1600,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,1-3 Months,,,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,9,1,0,4,5,0
00Q8c0000113yO5EAI,,,Ravenwood,William,Mr.,William Ravenwood,,[not provided],"<a href=""http://maps.google.com?q=%20%20%2010012"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,10012,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10012"",""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%2010012\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",,wravenwood@mailinator.com,,/services/images/photo/00Q8c0000113yO5EAI,Do you offer financing?,Web,Open,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,1,0,0,5,0
00Q8c0000113yO6EAI,,,Lenz,Betty,,Betty Lenz,Lawyer,"PJF, Inc",3781 Mystic Valley,Oglesby,IL,61348,USA,,,,"{""city"":""Oglesby"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""61348"",""state"":""IL"",""street"":""3781 Mystic Valley""}",(274) 555-0164,bettylenz@mailinator.com,http://www.pjfinc.com,/services/images/photo/00Q8c0000113yO6EAI,,Web,Open,Hospitality,,91000000,1900,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yO7EAI,,,Piche,Brandy,Mr.,Brandy Piche,CEO,Norway Metals,4055 Morgan,Louisville,KY,40221,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""40221"",""state"":""KY"",""street"":""4055 Morgan""}",(457) 555-0164,brandypiche@mailinator.com,http://www.norwaymetals.net,/services/images/photo/00Q8c0000113yO7EAI,,Web,Working,Environmental,,13000000,1200,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yO8EAI,,,Pomerantz,Seth,,Seth Pomerantz,,Jibe Music,"<a href=""http://maps.google.com?q=%20%20%20"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%20\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",,,,/services/images/photo/00Q8c0000113yO8EAI,,Web,Working,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yO9EAI,,,Moeller,Jess,,Jess Moeller,Sales Exec,Montana Silversmiths Inc,4877 Mulberry,Wilmington,NY,12997,USA,,,,"{""city"":""Wilmington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""12997"",""state"":""NY"",""street"":""4877 Mulberry""}",(592) 555-0164,jessmoeller@mailinator.com,http://www.montanasilversmithsinc.com,/services/images/photo/00Q8c0000113yO9EAI,,Web,Contacted,Finance,,85000000,1800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yOAEAY,,,Gridley,Carolyn,,Carolyn Gridley,VP IT,Hagadone Investment Co,6875 Devonshire,West Sand Lake,NY,12196,USA,,,,"{""city"":""West Sand Lake"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""12196"",""state"":""NY"",""street"":""6875 Devonshire""}",(924) 555-0164,carolyngridley@mailinator.com,http://www.hagadoneinvestmentco.net,/services/images/photo/00Q8c0000113yOAEAY,,Web,Open,Machinery,,58000000,2000,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yOBEAY,,,Kinard,Carly,,Carly Kinard,President Sales Exec Finance Exec,Stardome Co.,4789 Louisburg Street,Cambridge,ME,4923,USA,,,,"{""city"":""Cambridge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""4923"",""state"":""ME"",""street"":""4789 Louisburg Street""}",(470) 555-0164,carlykinard@mailinator.com,http://www.stardomeco.com,/services/images/photo/00Q8c0000113yOBEAY,,Web,Open,Finance,,93000000,1800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yOCEAY,,,Reid,Ron,,Ron Reid,,"Open Source Software, Inc.","<a href=""http://maps.google.com?q=%20%20%20"" target=""_blank""><img src=""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl"" alt=""Map Address in Google"" border=""0""/></a>",,,,,,,,"{""city"":null,""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":""<a href=\""http://maps.google.com?q=%20%20%20\"" target=\""_blank\""><img src=\""https://na1.salesforce.com/servlet/servlet.FileDownload?file=01530000000NkCl\"" alt=\""Map Address in Google\"" border=\""0\""/></a>""}",(650) 235-6254,ronreid@opnsrce.com,,/services/images/photo/00Q8c0000113yOCEAY,,Web,Qualified - Convert,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
00Q8c0000113yODEAY,,,Jarrard,Vera,,Vera Jarrard,Sales Manager,Gilman Construction,9994 Terrybrook,Schnellville,IN,47580,USA,,,,"{""city"":""Schnellville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""47580"",""state"":""IN"",""street"":""9994 Terrybrook""}",(741) 555-0164,verajarrard@mailinator.com,http://www.gilmanconstruction.com,/services/images/photo/00Q8c0000113yODEAY,,Web,Archived,Apparel,,48000000,1000,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,,"<img src=""/resource/Dollars/dollar_zero.png"" alt=""zero"" border=""0""/>",Low Priority,0,,0,0,0,0
