Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,DB_Case_Duration_Hours__c,DB_Hours__c,DateTime_Closed_c__c,DateTime_Opened_c__c,external_id__c,Source__c,Indicator__c,Duration__c,Payment_Billing__c,Last_Payment__c
5008c00001HA1FVAA1,,00001121,,0018c00002FHROYAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,How do I sign up for your email newsletter?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.39,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FWAA1,,00001122,,0018c00002FHQnrAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I troubleshoot a product issue?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.40,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FXAA1,,00001123,,0018c00002FHR0BAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Where do I get your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.41,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FYAA1,,00001124,,0018c00002FHQuHAAX,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Installation instructions tough to understand,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.42,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FZAA1,,00001125,,0018c00002FHR9HAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Purchase order question,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.43,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FaAAL,,00001126,,0018c00002FHQyRAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I upgrade my service?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.44,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FbAAL,,00001127,,0018c00002FHRG9AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Please change my contact information.,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.45,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FcAAL,,00001128,,0018c00002FHQytAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Where can I download your mobile app?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.46,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FdAAL,,00001129,,0018c00002FHRMFAA5,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Security Token,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.47,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FeAAL,,00001130,,0018c00002FHRA0AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,How do I enable automatic payment?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.48,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FfAAL,,00001131,,0018c00002FHRNMAA5,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Clarification of charges on my bill,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.49,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FgAAL,,00001132,,0018c00002FHQpbAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue - Advanced,0128c000002iLr9AAE,On Hold,,,,Need information,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.50,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Researching.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FhAAL,,00001133,,0018c00002FHQoIAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Escalated,,,,Shipping container appears damaged,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.51,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FPAA1,,00001115,,0018c00002FHR2tAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Waiting on customer,,,,Turbine not reaching operating speed,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.33,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FjAAL,,00001135,,0018c00002FHRQ4AAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,Facebook Message from: Larry Baxter,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.53,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FkAAL,,00001136,,0018c00002FHQjAAAX,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,Changing my password,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.54,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FiAAL,,00001134,,0018c00002FHRI4AAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Can I access your community from my mobile device?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.52,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FmAAL,,00001138,,0018c00002FHQn8AAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,,,Storage space,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.56,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FnAAL,,00001139,,0018c00002FHQqLAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Where do I send my check?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.57,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FoAAL,,00001140,,0018c00002FHQk2AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Billing address change,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.58,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FpAAL,,00001141,,0018c00002FHQgFAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Does your app work on my mobile device?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.59,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FqAAL,,00001142,,0018c00002FHQzvAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Need guidance getting started with my installation,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.60,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FlAAL,,00001137,,0018c00002FHQvUAAX,,,01m8c000001II9MAAW,,,,,,Billing Issue,0128c000002iLr9AAE,Closed,,,,Billing Issue address,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.55,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FrAAL,,00001143,,0018c00002FHRB9AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I change my communication preferences?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.61,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FsAAL,,00001144,,0018c00002FHQdOAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Troubleshooting issues with the product,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.62,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FtAAL,,00001145,,0018c00002FHQipAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Can't understand installation instructions,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.63,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FuAAL,,00001146,,0018c00002FHRHaAAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Is my personal information safe?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.64,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FvAAL,,00001147,,0018c00002FHQfmAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,What does your service contract cover?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.65,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FwAAL,,00001148,,0018c00002FHQmpAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,I need to pay my invoice.,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.66,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FxAAL,,00001149,,0018c00002FHROyAAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Setup Instructions are missing,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.67,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FyAAL,,00001150,,0018c00002FHQXjAAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Product manual is missing,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.68,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1FzAAL,,00001151,,0018c00002FHQq7AAH,,,01m8c000001II9MAAW,,,,,,Installation,0128c000002iLr9AAE,Closed,,,,Change of Address,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.69,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G0AAL,,00001152,,0018c00002FHRQjAAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I get started with your service?,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.70,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G1AAL,,00001153,,0018c00002FHRRMAA5,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,"Product damaged, mishandled during shipping.",Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.71,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G2AAL,,00001154,,0018c00002FHRHZAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,How do I upgrade?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.72,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G3AAL,,00001155,,0018c00002FHRJWAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,New,,,,How can I request a new feature?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.73,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G4AAL,,00001156,,0018c00002FHR69AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Was our last payment correct?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.74,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G5AAL,,00001157,,0018c00002FHQk0AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Items missing from shipment.,Medium,,1,2022-03-30T02:42:25.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.75,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1G6AAL,,00001158,,0018c00002FHQruAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,how is your data secured?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:25.000+0000,,,,,1,,,,,,,,W_Case.76,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
